price,location,type,size_sqm,bedrooms,bathrooms,available_from,payment_method,city,size_sqft,available_from_month
4985451,Red Sea,Apartment,93,1,1,2025.0,Cash,Hurghada,1001,Aug
36300000,North Coast,Twin House,307,4,3,2025.0,Installments,Qesm Marsa Matrouh,3305,Sep
9750000,Alexandria,Apartment,218,4,2,2025.0,Installments,Alexandria Compounds,2347,Aug
7000000,Suez,Chalet,70,2,1,2025.0,Cash,Al Ain Al Sokhna,753,Sep
8725905,Giza,Apartment,145,3,3,2025.0,Installments,Sheikh Zayed City,1561,Aug
5050000,Cairo,Apartment,85,2,1,2025.0,Cash,New Cairo City,915,Sep
15850000,North Coast,Townhouse,175,3,3,2025.0,Cash,Ras Al Hekma,1884,Aug
14000000,North Coast,Chalet,140,3,2,2025.0,Cash,Qesm Marsa Matrouh,1507,Sep
4300000,Cairo,Apartment,134,4,3,2025.0,Cash,New Cairo City,1442,Aug
4875000,Cairo,Apartment,175,3,2,2025.0,Cash,New Cairo City,1884,Aug
10500000,Red Sea,Duplex,165,3,3,2025.0,Cash,Hurghada,1776,Sep
7500000,Cairo,Apartment,135,3,2,2025.0,Installments,New Cairo City,1453,Aug
8500000,North Coast,Chalet,133,3,2,2025.0,Installments,Sidi Abdel Rahman,1432,Jul
4606000,Suez,Chalet,90,3,1,2025.0,Cash,Al Ain Al Sokhna,969,Jul
7500000,Cairo,iVilla,180,4,3,2025.0,Cash,New Cairo City,1938,Aug
23800000,Giza,Twin House,300,5,5,2025.0,Cash,6 October City,3229,Aug
5985000,Giza,Apartment,133,3,3,2025.0,Installments,6 October City,1432,Aug
8900000,Red Sea,Apartment,107,3,2,2025.0,Cash,Hurghada,1152,Aug
12400000,North Coast,Chalet,135,4,1,2025.0,Installments,Sidi Abdel Rahman,1453,Aug
22200000,North Coast,Townhouse,200,4,4,2025.0,Cash,Qesm Marsa Matrouh,2153,Sep
20000000,North Coast,Chalet,149,2,2,2025.0,Installments,Ras Al Hekma,1604,Aug
5180000,Giza,Apartment,166,4,3,2025.0,Installments,Sheikh Zayed City,1787,Aug
4524660,Cairo,Apartment,110,2,2,2025.0,Cash,New Capital City,1184,Sep
18000000,North Coast,Chalet,310,3,3,2025.0,Installments,Qesm Ad Dabaah,3337,Aug
11115000,North Coast,Apartment,117,1,1,2025.0,Cash,Al Alamein,1259,Aug
13500000,Giza,Townhouse,223,4,3,2026.0,Cash,Sheikh Zayed City,2400,May
18000000,Cairo,Duplex,298,3,2,2026.0,Cash,New Cairo City,3208,May
20000000,North Coast,Townhouse,180,5,5,2025.0,Cash,Ras Al Hekma,1938,Aug
5590000,Cairo,Apartment,107,3,2,2025.0,Installments,New Cairo City,1152,Aug
92000000,North Coast,Villa,245,5,4,2025.0,Cash,Qesm Ad Dabaah,2637,Sep
5280000,Suez,Chalet,60,1,1,2025.0,Installments,Al Ain Al Sokhna,646,Jul
679000,Giza,Apartment,159,3,2,2025.0,Cash,Sheikh Zayed City,1711,Aug
7000000,North Coast,Chalet,95,2,2,2025.0,Installments,Qesm Ad Dabaah,1023,Aug
3800000,Cairo,Apartment,70,2,1,2025.0,Installments,New Capital City,753,Aug
13750000,Red Sea,Chalet,115,2,2,2025.0,Installments,Hurghada,1238,Sep
9000000,Red Sea,Chalet,130,3,3,2025.0,Cash,Hurghada,1399,Aug
23000000,Cairo,Townhouse,252,5,3,2025.0,Cash,New Cairo City,2713,Aug
11000000,North Coast,Penthouse,240,4,4,2025.0,Cash,Ras Al Hekma,2583,Sep
2300000,Qalyubia,Apartment,94,2,2,2025.0,Installments,Obour City,1012,Aug
13925000,North Coast,Chalet,107,2,3,2025.0,Installments,Qesm Ad Dabaah,1152,Sep
18521000,Giza,Penthouse,216,4,4,2025.0,Installments,Sheikh Zayed City,2325,Sep
13450000,Red Sea,Apartment,170,4,3,2025.0,Cash,Hurghada,1830,Aug
33400000,North Coast,Villa,500,5,4,2025.0,Installments,Qesm Marsa Matrouh,5382,Aug
4680000,Suez,Chalet,50,2,1,2025.0,Installments,Al Ain Al Sokhna,538,Aug
9500000,North Coast,Chalet,95,3,2,2025.0,Cash,Ras Al Hekma,1023,Aug
13830000,Cairo,Apartment,128,2,2,2025.0,Installments,New Cairo City,1378,Sep
5000000,Cairo,Apartment,115,3,2,2025.0,Cash,New Cairo City,1238,Sep
5000000,Cairo,Apartment,159,3,3,2025.0,Cash,New Cairo City,1711,Aug
32900000,North Coast,Townhouse,173,4,5,2025.0,Installments,Qesm Ad Dabaah,1862,Aug
15000000,North Coast,Chalet,160,4,4,2025.0,Cash,Ras Al Hekma,1722,Sep
63200000,Cairo,Villa,625,8,7,2025.0,Installments,New Cairo City,6727,Aug
25200000,North Coast,Villa,276,5,3,2025.0,Cash,Qesm Marsa Matrouh,2971,Aug
9600000,Cairo,Apartment,128,3,3,2025.0,Installments,New Cairo City,1378,Sep
5798418,Cairo,Apartment,113,2,2,2025.0,Cash,Mostakbal City - Future City,1216,May
10570000,North Coast,Chalet,118,3,3,2025.0,Cash,Ras Al Hekma,1270,Aug
7000000,North Coast,Chalet,91,3,3,2025.0,Cash,Ras Al Hekma,980,Sep
33200000,Red Sea,Villa,113,2,2,2025.0,Installments,Hurghada,1216,Aug
18000000,Red Sea,Twin House,175,4,4,2025.0,Cash,Hurghada,1884,Aug
8700000,North Coast,Chalet,65,1,2,2025.0,Installments,Qesm Ad Dabaah,700,Aug
7900000,Giza,Apartment,130,3,2,2025.0,Installments,Sheikh Zayed City,1399,Aug
3853000,North Coast,Chalet,44,1,1,2025.0,Cash,Ras Al Hekma,474,Jun
23000000,Red Sea,Apartment,145,4,3,2025.0,Installments,Hurghada,1561,Sep
20850000,North Coast,Townhouse,195,4,4,2025.0,Cash,Qesm Marsa Matrouh,2099,Aug
14000000,North Coast,Chalet,130,3,2,2025.0,Installments,Ras Al Hekma,1399,Aug
70620000,North Coast,Villa,429,8,4,2025.0,Cash,Qesm Ad Dabaah,4618,Sep
39900500,Red Sea,Villa,850,4,3,2025.0,Cash,Hurghada,9149,Aug
50000000,North Coast,Villa,190,4,4,2025.0,Cash,Qesm Marsa Matrouh,2045,Aug
11000000,North Coast,Chalet,180,3,2,2025.0,Cash,Qesm Ad Dabaah,1938,Sep
11000000,Cairo,Duplex,231,5,3,2025.0,Cash,New Cairo City,2486,Aug
19800000,North Coast,Chalet,176,4,3,2025.0,Cash,Ras Al Hekma,1894,Sep
3170000,Red Sea,Apartment,72,1,1,2025.0,Installments,Hurghada,775,Aug
17200000,Cairo,Apartment,145,2,2,2025.0,Installments,New Cairo City,1561,Aug
13000000,North Coast,Chalet,98,3,2,2025.0,Cash,Ras Al Hekma,1055,Sep
30000000,North Coast,Penthouse,380,4,4,2025.0,Cash,Qesm Marsa Matrouh,4090,Sep
15520000,Cairo,Apartment,223,3,3,,Installments,New Cairo City,2400,
18500000,Red Sea,Villa,450,4,4,2025.0,Cash,Hurghada,4844,Aug
8500000,Giza,Apartment,105,2,2,2025.0,Installments,6 October City,1130,Sep
2325000,Al Daqahlya,Apartment,155,3,2,2025.0,Installments,Al Mansoura,1668,Aug
7900000,Giza,Chalet,110,3,2,2025.0,Installments,6 October City,1184,Sep
19200000,Giza,Villa,200,5,3,2025.0,Cash,Sheikh Zayed City,2153,Aug
22000000,Cairo,Villa,175,5,4,2025.0,Cash,Mostakbal City - Future City,1884,Sep
5250000,Cairo,Apartment,175,3,2,2025.0,Cash,New Cairo City,1884,Aug
4999950,Cairo,Apartment,154,3,2,2025.0,Cash,Hay El Maadi,1658,Aug
11000000,Red Sea,Chalet,112,3,2,2025.0,Cash,Hurghada,1206,Sep
25000000,North Coast,Chalet,138,4,3,2025.0,Installments,Qesm Marsa Matrouh,1485,Aug
11625000,Cairo,Apartment,149,4,3,2025.0,Installments,Mostakbal City - Future City,1604,Aug
31000000,North Coast,Villa,549,5,5,2025.0,Installments,Qesm Ad Dabaah,5909,Aug
4400000,Red Sea,Chalet,80,1,1,,Cash,Hurghada,861,
17980000,Red Sea,Twin House,230,3,2,2025.0,Installments,Hurghada,2476,Sep
11000000,North Coast,Chalet,100,3,2,2025.0,Cash,Qesm Ad Dabaah,1076,Aug
4950000,Al Daqahlya,Apartment,200,4,3,,Installments,New Mansoura,2153,
15862050,North Coast,Hotel Apartment,125,3,2,2025.0,Cash,Ras Al Hekma,1345,Aug
13252000,Cairo,Apartment,176,3,3,2025.0,Installments,Mostakbal City - Future City,1894,Sep
13000000,Red Sea,Apartment,120,3,3,2025.0,Installments,Hurghada,1292,Sep
15900000,North Coast,Chalet,105,1,1,2025.0,Installments,Qesm Marsa Matrouh,1130,Aug
3038000,Red Sea,Chalet,62,1,1,2025.0,Cash,Hurghada,667,Aug
5710911,Cairo,Apartment,69,1,1,2025.0,Cash,Mostakbal City - Future City,743,Sep
23000000,North Coast,Townhouse,155,3,4,2025.0,Cash,Ras Al Hekma,1668,Jul
7600000,Cairo,Villa,305,6,5,2025.0,Cash,New Cairo City,3283,Aug
11400000,Giza,Apartment,155,3,3,2025.0,Cash,Sheikh Zayed City,1668,Sep
9300000,North Coast,Penthouse,125,3,2,2025.0,Installments,Ras Al Hekma,1345,Aug
35000000,Cairo,Villa,420,5,6,2025.0,Cash,New Cairo City,4521,Aug
24000000,North Coast,Villa,180,4,2,2025.0,Cash,Sidi Abdel Rahman,1938,Aug
6000000,Giza,Apartment,240,4,3,2025.0,Installments,Sheikh Zayed City,2583,Sep
20000000,Giza,Townhouse,175,4,3,2025.0,Cash,Sheikh Zayed City,1884,Aug
8400000,Cairo,Apartment,117,3,2,2025.0,Installments,New Cairo City,1259,Aug
35000000,North Coast,Villa,189,5,5,2025.0,Cash,Ras Al Hekma,2034,Sep
8683346,Giza,Apartment,129,3,2,2025.0,Installments,Sheikh Zayed City,1389,Sep
13000000,North Coast,Chalet,120,3,3,2025.0,Cash,Ras Al Hekma,1292,Sep
6250000,Suez,Villa,166,4,3,2025.0,Installments,Al Ain Al Sokhna,1787,Aug
7998000,Giza,Penthouse,350,5,3,2025.0,Cash,Sheikh Zayed City,3767,Aug
15900000,North Coast,Chalet,141,3,2,2025.0,Installments,Ras Al Hekma,1518,Aug
2587200,Red Sea,Apartment,56,1,1,2025.0,Installments,Hurghada,603,Aug
9350000,Suez,Chalet,130,2,3,2025.0,Installments,Al Ain Al Sokhna,1399,Aug
4375000,Giza,Apartment,138,3,3,2025.0,Cash,6 October City,1485,Sep
20000000,North Coast,Villa,200,4,3,2025.0,Installments,Ras Al Hekma,2153,Aug
33200000,North Coast,Villa,500,5,4,2025.0,Installments,Qesm Marsa Matrouh,5382,Aug
16000000,Red Sea,Apartment,92,3,3,2025.0,Cash,Hurghada,990,Sep
17423210,North Coast,Penthouse,159,3,3,2025.0,Cash,Qesm Marsa Matrouh,1711,Aug
10400000,Cairo,Penthouse,196,2,2,2025.0,Installments,Mostakbal City - Future City,2110,Aug
4950000,North Coast,Chalet,100,3,3,2025.0,Cash,Sidi Abdel Rahman,1076,Aug
4000000,Giza,Apartment,85,2,1,2025.0,Cash,Sheikh Zayed City,915,Aug
34100000,North Coast,Twin House,240,5,4,2025.0,Cash,Qesm Marsa Matrouh,2583,Sep
10000000,Giza,Apartment,129,2,2,2025.0,Cash,Sheikh Zayed City,1389,Aug
4700000,North Coast,Chalet,47,2,1,2025.0,Installments,Al Alamein,506,Sep
4999950,Cairo,Apartment,150,3,2,2025.0,Cash,Hay El Maadi,1615,Aug
16799000,North Coast,Chalet,155,4,3,2025.0,Installments,Ras Al Hekma,1668,Sep
8195000,Alexandria,Apartment,149,3,2,2025.0,Installments,Hay Sharq,1604,Sep
15500000,North Coast,Villa,250,5,4,2025.0,Installments,Qesm Ad Dabaah,2691,Jul
18000000,North Coast,Chalet,182,3,2,2025.0,Installments,Ras Al Hekma,1959,Aug
14200000,Red Sea,Chalet,157,2,3,2025.0,Installments,Hurghada,1690,Sep
2958000,Red Sea,Apartment,51,1,1,2025.0,Cash,Hurghada,549,Aug
10860000,North Coast,Chalet,103,2,3,2025.0,Installments,Qesm Ad Dabaah,1109,Aug
18500000,North Coast,Chalet,140,3,2,2025.0,Cash,Sidi Heneish,1507,Aug
18000000,Red Sea,Villa,210,4,4,2025.0,Cash,Hurghada,2260,Sep
23371706,Giza,Villa,405,4,4,2025.0,Cash,Sheikh Zayed City,4359,Aug
42000000,Cairo,Villa,303,5,3,2025.0,Cash,New Capital City,3261,Aug
4900000,Cairo,Apartment,145,3,2,2025.0,Installments,New Cairo City,1561,Jul
9000000,Giza,Villa,460,4,5,2025.0,Cash,6 October City,4951,Sep
6746000,Cairo,Apartment,120,3,2,,Cash,Mostakbal City - Future City,1292,
25000000,Cairo,Villa,300,5,4,2025.0,Cash,New Cairo City,3229,Aug
4000000,North Coast,Chalet,106,2,2,2025.0,Installments,Ras Al Hekma,1141,Aug
13000000,North Coast,Chalet,255,4,3,2025.0,Cash,Al Alamein,2745,Jul
38000000,North Coast,Townhouse,500,5,5,2025.0,Cash,Qesm Marsa Matrouh,5382,Sep
4180000,Cairo,Apartment,155,2,2,2025.0,Cash,New Cairo City,1668,Jun
8000000,Giza,Apartment,99,3,2,2025.0,Installments,6 October City,1066,Sep
24000000,Cairo,Apartment,400,5,4,2025.0,Installments,New Cairo City,4306,Aug
21964600,Red Sea,Twin House,173,3,3,2025.0,Installments,Hurghada,1862,Jul
5400000,Cairo,Apartment,206,5,5,2025.0,Cash,New Cairo City,2217,Sep
13800000,Cairo,Apartment,150,4,3,2025.0,Installments,New Cairo City,1615,Sep
11000000,Red Sea,Chalet,100,3,2,2025.0,Installments,Hurghada,1076,Sep
9000000,North Coast,Apartment,140,3,3,2025.0,Installments,Al Alamein,1507,Sep
14000000,North Coast,Chalet,150,4,2,2025.0,Installments,Qesm Ad Dabaah,1615,Sep
12745800,North Coast,Chalet,105,2,2,2025.0,Installments,Ras Al Hekma,1130,Aug
21700000,Red Sea,Villa,185,5,3,2025.0,Installments,Hurghada,1991,Aug
14760000,Cairo,Apartment,164,3,3,2025.0,Installments,New Cairo City,1765,Sep
50000000,North Coast,Villa,270,5,7,2025.0,Cash,Sidi Heneish,2906,Aug
20000000,Red Sea,Villa,310,5,5,2025.0,Cash,Hurghada,3337,Sep
16590000,Cairo,Penthouse,235,5,4,2025.0,Installments,New Cairo City,2530,Aug
5900000,Giza,Apartment,160,3,3,2025.0,Cash,Sheikh Zayed City,1722,Aug
7000000,Giza,Apartment,168,3,2,2025.0,Cash,Sheikh Zayed City,1808,Aug
12839000,North Coast,Chalet,73,2,1,2025.0,Cash,Qesm Ad Dabaah,786,Jul
10985000,Cairo,Apartment,160,4,3,2025.0,Installments,New Cairo City,1722,May
19400000,Red Sea,Chalet,139,4,4,2025.0,Installments,Hurghada,1496,Sep
28737000,North Coast,Townhouse,197,3,3,2025.0,Cash,Sidi Abdel Rahman,2120,Sep
11270345,North Coast,Chalet,110,3,2,2025.0,Cash,Ras Al Hekma,1184,Aug
4400000,Cairo,Apartment,112,3,2,2025.0,Installments,Mostakbal City - Future City,1206,Aug
12500000,North Coast,Chalet,90,3,2,2025.0,Installments,Ras Al Hekma,969,Sep
5867600,North Coast,Chalet,63,1,2,2025.0,Cash,Ras Al Hekma,678,Aug
41000000,North Coast,Villa,280,5,5,2025.0,Cash,Sidi Heneish,3014,Aug
16700000,North Coast,Townhouse,210,4,3,2025.0,Cash,Ras Al Hekma,2260,Sep
22570000,North Coast,Villa,317,4,4,2025.0,Cash,Qesm Ad Dabaah,3412,Sep
24512000,North Coast,Villa,230,4,4,2025.0,Installments,Ras Al Hekma,2476,Sep
3360000,South Sainai,Chalet,95,3,2,2025.0,Cash,Ras Sedr,1023,Sep
30000000,North Coast,Twin House,200,4,4,2025.0,Cash,Qesm Ad Dabaah,2153,Aug
7085000,Red Sea,Apartment,82,2,1,2025.0,Cash,Hurghada,883,Sep
9000000,Cairo,Apartment,120,2,2,2025.0,Installments,New Cairo City,1292,Jul
10005760,North Coast,Chalet,114,2,2,2025.0,Cash,Ras Al Hekma,1227,Sep
13100000,North Coast,Chalet,120,4,3,2025.0,Cash,Ras Al Hekma,1292,Aug
8400000,Giza,Apartment,125,3,3,2025.0,Installments,6 October City,1345,Sep
8817382,Giza,Chalet,120,3,2,2025.0,Installments,Sheikh Zayed City,1292,Aug
7300000,Cairo,Apartment,100,2,2,2025.0,Installments,New Heliopolis,1076,Sep
11550000,Cairo,Apartment,105,2,2,2025.0,Cash,New Cairo City,1130,Jul
17100000,Cairo,Penthouse,164,3,3,2025.0,Installments,New Cairo City,1765,Sep
12454992,North Coast,Chalet,145,3,3,2025.0,Installments,Qesm Ad Dabaah,1561,Aug
21000000,Alexandria,Villa,336,4,3,2025.0,Installments,Alexandria Compounds,3617,Sep
3956000,Red Sea,Apartment,92,1,1,2026.0,Cash,Hurghada,990,Sep
11725000,Cairo,Apartment,175,4,3,2025.0,Cash,New Cairo City,1884,Sep
3100000,Giza,Apartment,165,4,3,2025.0,Cash,6 October City,1776,Aug
26300000,Cairo,Twin House,279,4,4,2025.0,Cash,New Cairo City,3003,Sep
11700000,North Coast,Chalet,94,3,2,2025.0,Installments,Ras Al Hekma,1012,Sep
12000000,Cairo,Apartment,173,4,3,2025.0,Installments,New Cairo City,1862,Aug
8400000,Cairo,Apartment,145,4,3,2025.0,Installments,New Cairo City,1561,Aug
5999999,Giza,Apartment,195,3,3,2025.0,Cash,6 October City,2099,Aug
9800000,North Coast,Chalet,125,3,2,2025.0,Cash,Qesm Ad Dabaah,1345,Aug
4900000,Giza,Apartment,90,2,2,2025.0,Installments,6 October City,969,Aug
4500000,Cairo,Apartment,150,3,3,2025.0,Cash,New Cairo City,1615,Aug
6000000,North Coast,Chalet,115,3,1,2025.0,Cash,Qesm Marsa Matrouh,1238,Sep
25000000,North Coast,Villa,190,5,3,2025.0,Cash,Qesm Marsa Matrouh,2045,Aug
25000000,North Coast,Villa,320,5,5,2025.0,Cash,Qesm Marsa Matrouh,3444,Sep
6222000,Cairo,Apartment,141,3,2,2025.0,Cash,New Capital City,1518,Aug
7150000,North Coast,Townhouse,175,7,4,2025.0,Installments,Ras Al Hekma,1884,Sep
6439000,Red Sea,Apartment,137,3,2,2025.0,Cash,Hurghada,1475,Aug
17000000,Red Sea,Chalet,134,3,2,2025.0,Cash,Hurghada,1442,Sep
8900000,Cairo,Apartment,140,3,2,2025.0,Installments,New Cairo City,1507,Sep
8000000,Giza,Apartment,94,3,2,2025.0,Installments,6 October City,1012,Sep
16462000,North Coast,Townhouse,180,3,3,2025.0,Cash,Qesm Ad Dabaah,1938,Sep
9466900,North Coast,Chalet,79,1,1,2025.0,Cash,Ras Al Hekma,850,Sep
28387800,North Coast,Twin House,210,4,4,2025.0,Installments,Ras Al Hekma,2260,Aug
4695000,Red Sea,Apartment,104,2,1,2025.0,Cash,Hurghada,1119,Aug
8660000,North Coast,Villa,180,3,3,2025.0,Installments,Qesm Ad Dabaah,1938,Sep
60000000,North Coast,Hotel Apartment,92,1,1,2025.0,Installments,Sidi Abdel Rahman,990,Aug
15000000,Red Sea,Apartment,71,2,1,2025.0,Installments,Hurghada,764,Aug
43900000,North Coast,Villa,250,5,5,2025.0,Cash,Ras Al Hekma,2691,Aug
14211000,North Coast,Apartment,251,3,3,2025.0,Installments,Al Alamein,2702,Aug
10500000,Giza,Apartment,173,4,3,2025.0,Cash,Sheikh Zayed City,1862,Sep
10200000,Cairo,Apartment,155,3,3,2025.0,Cash,New Cairo City,1668,Aug
3325500,Matrouh,Apartment,95,2,1,2025.0,Cash,Marsa Matrouh,1023,Dec
5376000,Giza,Apartment,128,3,2,2025.0,Cash,Sheikh Zayed City,1378,Aug
4350000,North Coast,Chalet,106,2,2,2025.0,Installments,Ras Al Hekma,1141,Aug
4300000,Giza,Apartment,159,3,3,2025.0,Installments,Sheikh Zayed City,1711,Aug
8680000,North Coast,Chalet,185,3,3,2025.0,Cash,Sidi Abdel Rahman,1991,Aug
7330960,Alexandria,Apartment,133,3,2,2025.0,Installments,Hay Sharq,1432,Aug
13500000,Cairo,Apartment,215,4,4,2025.0,Cash,New Cairo City,2314,Sep
23900000,Red Sea,Villa,400,4,4,2025.0,Installments,Hurghada,4306,Sep
11575000,Cairo,Apartment,156,4,3,2025.0,Installments,New Cairo City,1679,Aug
10000000,Cairo,Apartment,165,3,3,2025.0,Installments,New Cairo City,1776,Aug
23600000,Giza,Townhouse,200,4,4,2025.0,Installments,Sheikh Zayed City,2153,Sep
24500000,Cairo,Villa,285,5,3,2025.0,Cash,New Cairo City,3068,Aug
5050000,Cairo,Apartment,165,3,3,2025.0,Installments,Madinaty,1776,Aug
10000000,North Coast,Chalet,135,4,3,2025.0,Installments,Sidi Abdel Rahman,1453,Jul
27000000,North Coast,Chalet,223,5,4,2025.0,Cash,Qesm Marsa Matrouh,2400,Sep
17000000,Giza,Duplex,270,4,3,2025.0,Installments,6 October City,2906,Sep
11889708,Giza,Villa,312,6,5,2025.0,Installments,Sheikh Zayed City,3358,Sep
2000000,Asyut,Apartment,120,3,2,,Cash,Nyoum Asyut,1292,
3874000,Suez,Chalet,60,1,1,2025.0,Cash,Al Ain Al Sokhna,646,Aug
7500000,Cairo,Apartment,156,3,2,2025.0,Cash,New Cairo City,1679,Sep
7830000,North Coast,Chalet,95,2,1,2025.0,Installments,Ras Al Hekma,1023,Sep
12000000,North Coast,Chalet,67,2,1,2025.0,Installments,Al Alamein,721,Sep
27000000,North Coast,Chalet,225,4,4,2025.0,Cash,Qesm Marsa Matrouh,2422,Sep
37612000,Cairo,Twin House,269,5,5,,Cash,New Cairo City,2895,
6000000,Giza,Apartment,220,3,3,2025.0,Installments,6 October City,2368,Aug
17000000,Red Sea,Twin House,161,3,3,2025.0,Cash,Hurghada,1733,Sep
17000000,North Coast,Chalet,160,4,2,2025.0,Installments,Ras Al Hekma,1722,Jul
7950000,Red Sea,Apartment,61,2,1,2025.0,Cash,Hurghada,657,Aug
3000000,Suez,Chalet,130,3,2,2025.0,Cash,Al Ain Al Sokhna,1399,Aug
17000000,Red Sea,Villa,210,4,4,2025.0,Cash,Hurghada,2260,Sep
19100000,North Coast,Chalet,135,3,2,2025.0,Installments,Qesm Ad Dabaah,1453,Aug
8544000,Red Sea,Apartment,178,3,2,2026.0,Cash,Hurghada,1916,Jun
27000000,North Coast,Villa,250,4,3,2025.0,Installments,Ras Al Hekma,2691,Aug
14000000,Giza,Villa,205,6,5,2025.0,Installments,Sheikh Zayed City,2207,Aug
12000000,North Coast,Chalet,125,4,2,2025.0,Cash,Ras Al Hekma,1345,Aug
13500000,North Coast,Chalet,132,4,2,2025.0,Cash,Sidi Abdel Rahman,1421,Aug
8000000,Cairo,Villa,250,5,4,,Installments,New Capital City,2691,
28900000,North Coast,Villa,191,3,3,2025.0,Installments,Ras Al Hekma,2056,Aug
2755000,Cairo,Apartment,29,1,1,2025.0,Cash,New Cairo City,312,Aug
7800000,Suez,Chalet,110,2,2,2025.0,Installments,Al Ain Al Sokhna,1184,Jul
20000000,North Coast,Chalet,90,3,2,2025.0,Installments,Al Alamein,969,Sep
12000000,Cairo,Villa,205,3,3,2025.0,Cash,New Cairo City,2207,Aug
7500000,Giza,Apartment,159,4,3,2025.0,Installments,Sheikh Zayed City,1711,Sep
10000000,North Coast,Chalet,155,4,2,2025.0,Installments,Al Alamein,1668,Sep
14200000,Red Sea,Duplex,264,4,3,2025.0,Cash,Hurghada,2842,Aug
7551667,Cairo,Apartment,115,2,2,2025.0,Cash,New Cairo City,1238,Aug
5026000,Cairo,Apartment,173,3,3,2025.0,Installments,New Cairo City,1862,Aug
1694000,Cairo,Apartment,77,2,1,2025.0,Cash,Hay El Maadi,829,Aug
25000000,Red Sea,Townhouse,140,4,4,2025.0,Installments,Hurghada,1507,Sep
49998999,North Coast,Villa,820,6,6,2025.0,Installments,Qesm Ad Dabaah,8826,Sep
34550000,North Coast,Villa,265,4,5,2025.0,Installments,Sidi Heneish,2852,Aug
34800000,North Coast,Villa,235,5,5,2025.0,Cash,Ras Al Hekma,2530,Sep
26000000,Cairo,Townhouse,190,4,3,2025.0,Installments,New Cairo City,2045,Sep
14000000,Red Sea,Chalet,125,3,2,2025.0,Cash,Hurghada,1345,Sep
16950000,Giza,Villa,285,5,4,2025.0,Installments,Sheikh Zayed City,3068,Sep
15000000,North Coast,Chalet,125,4,4,2025.0,Cash,Ras Al Hekma,1345,Sep
23120000,North Coast,Chalet,165,4,3,2025.0,Installments,Sidi Heneish,1776,Aug
19230000,North Coast,Chalet,176,3,3,2025.0,Installments,Qesm Marsa Matrouh,1894,Aug
11900000,Cairo,Apartment,150,4,3,2025.0,Installments,New Cairo City,1615,Sep
16700000,North Coast,Chalet,130,3,3,2025.0,Cash,Qesm Marsa Matrouh,1399,Sep
9200000,Cairo,Apartment,140,2,2,2025.0,Installments,New Cairo City,1507,Aug
16150000,North Coast,Chalet,115,3,3,2025.0,Cash,Ras Al Hekma,1238,Sep
22297500,Cairo,Hotel Apartment,76,1,1,2025.0,Installments,Hay Shobra,818,Aug
23000000,North Coast,Chalet,119,4,3,2025.0,Cash,Qesm Marsa Matrouh,1281,Aug
12882000,Suez,Chalet,70,2,1,2025.0,Cash,Al Ain Al Sokhna,753,Sep
6000000,North Coast,Chalet,65,1,1,2025.0,Cash,Ras Al Hekma,700,Jul
28000000,Cairo,Duplex,198,4,3,2025.0,Installments,New Cairo City,2131,Aug
2750000,Cairo,Apartment,135,3,2,2025.0,Cash,New Cairo City,1453,Aug
18000000,North Coast,Chalet,210,4,3,2025.0,Cash,Qesm Ad Dabaah,2260,Aug
3535000,Suez,Chalet,60,1,1,2025.0,Cash,Al Ain Al Sokhna,646,Aug
9152121,North Coast,Chalet,95,2,2,2025.0,Cash,Sidi Abdel Rahman,1023,Aug
5921100,Cairo,Apartment,146,3,2,2025.0,Installments,New Capital City,1572,Aug
4600000,Cairo,Apartment,180,3,2,,Installments,Mokattam,1938,
8500000,Red Sea,Chalet,130,2,3,2025.0,Installments,Hurghada,1399,Sep
4576000,Red Sea,Apartment,104,2,1,,Cash,Hurghada,1119,
27000000,North Coast,Villa,220,3,2,2025.0,Cash,Ras Al Hekma,2368,Aug
20100000,Cairo,Apartment,161,3,3,2025.0,Cash,New Cairo City,1733,Aug
11200000,Giza,Duplex,172,4,4,2025.0,Installments,Sheikh Zayed City,1851,Aug
27000000,Red Sea,Townhouse,214,3,2,2025.0,Cash,Hurghada,2303,Aug
6060000,Giza,Apartment,199,4,3,2025.0,Installments,Sheikh Zayed City,2142,Sep
9688029,Cairo,Apartment,72,1,1,2025.0,Cash,New Cairo City,775,Aug
5227500,Cairo,Apartment,147,3,2,2025.0,Cash,New Capital City,1582,Jul
15000000,Red Sea,Chalet,140,4,3,2025.0,Cash,Hurghada,1507,Sep
17000000,North Coast,Chalet,200,4,3,2025.0,Installments,Qesm Marsa Matrouh,2153,Sep
16000000,Cairo,Villa,288,4,4,2025.0,Cash,New Heliopolis,3100,Sep
2247500,Al Daqahlya,Apartment,145,3,2,2025.0,Cash,Al Mansoura,1561,Aug
26000000,Cairo,Villa,245,5,3,2025.0,Installments,New Capital City,2637,Aug
9900000,Red Sea,Apartment,92,2,2,2025.0,Cash,Hurghada,990,May
76000000,North Coast,Villa,305,4,4,2025.0,Cash,Ras Al Hekma,3283,Sep
6075000,Suez,Chalet,90,2,2,2025.0,Installments,Al Ain Al Sokhna,969,Jul
13929000,Alexandria,Apartment,182,3,3,2025.0,Installments,Alexandria Compounds,1959,Aug
10560000,Cairo,Villa,176,4,3,2026.0,Cash,New Cairo City,1894,Sep
37000000,North Coast,Villa,170,4,3,2025.0,Cash,Qesm Marsa Matrouh,1830,Sep
18410000,Cairo,Apartment,145,2,2,2025.0,Cash,New Cairo City,1561,Aug
